 1,       1,  0.00,  0.73
 1,      10, 20.00,  4.48
 1,     100, 26.00,  7.56
 1,    1000, 27.90,  8.34
 1,   10000, 29.32,  8.98
 1,  100000, 28.99,  8.37
 1,  500000, 29.01, 15.62
 1, 1000000, 29.15, 15.84
 2,       1,100.00,  0.49
 2,      10, 70.00,  2.90
 2,     100, 35.00, 10.87
 2,    1000, 29.70, 15.83
 2,   10000, 28.36, 16.73
 2,  100000, 29.15, 16.68
 2,  500000, 29.09, 16.55
 2, 1000000, 29.12, 30.47
 4,       1,  0.00,  0.49
 4,      10, 20.00,  4.08
 4,     100, 35.00, 33.57
 4,    1000, 29.20, 31.41
 4,   10000, 28.89, 33.02
 4,  100000, 29.20, 33.19
 4,  500000, 29.10, 32.74
 4, 1000000, 29.14, 32.83
 8,       1,  0.00,  0.33
 8,      10, 40.00,  2.53
 8,     100, 35.00, 25.27
 8,    1000, 28.60, 56.84
 8,   10000, 28.03, 65.35
 8,  100000, 29.10, 65.57
 8,  500000, 29.04, 62.30
 8, 1000000, 29.10, 65.57
12,       1,  0.00,  0.29
12,      10, 30.00,  2.49
12,     100, 28.00, 24.30
12,    1000, 28.30, 77.27
12,   10000, 29.62, 96.39
12,  100000, 28.83, 65.98
12,  500000, 29.06, 95.81
12, 1000000, 29.06, 69.28
16,       1,100.00,  0.18
16,      10, 40.00,  1.87
16,     100, 31.00, 15.85
16,    1000, 30.20, 64.03
16,   10000, 29.41, 85.87
16,  100000, 29.06, 85.97
16,  500000, 29.10, 87.00
16, 1000000, 29.16, 87.03
20,       1,100.00,  0.23
20,      10, 30.00,  2.16
20,     100, 35.00, 18.99
20,    1000, 29.70, 69.85
20,   10000, 29.06,104.95
20,  100000, 28.96,107.64
20,  500000, 29.19,107.40
20, 1000000, 29.05,108.79
24,       1,  0.00,  0.14
24,      10, 10.00,  1.39
24,     100, 30.00, 13.59
24,    1000, 28.30, 65.32
24,   10000, 29.23,  2.97
24,  100000, 29.15, 45.34
24,  500000, 29.12, 80.02
24, 1000000, 29.04,108.35
32,       1,  0.00,  0.02
32,      10, 30.00,  0.16
32,     100, 24.00,  1.87
32,    1000, 28.70, 12.89
32,   10000, 29.48, 51.67
32,  100000, 29.29, 80.30
32,  500000, 29.16,143.81
32, 1000000, 29.15, 86.97
